cohort,arch,spec,cls,kind,group,n_seeds,n_pos_test,auprc,auprc_ceiling,auroc,gap,rel_gap,gap_ci_lo,gap_ci_hi,gap_seed_sd,q,blind,type,dx_group,low_ceiling,suff_abs0.02,suff_abs0.05,suff_abs0.1,suff_rel0.05,suff_rel0.1,sufficiency
chapman,gbm,III,RBBB,single,morphology,1,68,0.5629,0.9350,0.9053,0.3721,0.3980,0.2628,0.4833,,0.0016,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVR,AF,single,rhythm,1,267,0.9100,0.9425,0.9848,0.0325,0.0345,0.0085,0.0594,,0.0044,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,aVR,AFL,single,rhythm,1,67,0.2146,0.5911,0.8760,0.3765,0.6370,0.2463,0.4763,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVR,TWC,single,morphology,1,281,0.5776,0.7278,0.8548,0.1502,0.2064,0.1042,0.1999,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVR,LAD,single,morphology,1,57,0.2236,0.5544,0.9018,0.3308,0.5967,0.2077,0.4516,,0.0016,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVR,SB,single,rhythm,1,583,0.9988,0.9997,0.9992,0.0009,0.0009,0.0003,0.0018,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVR,SVT,single,rhythm,1,87,0.9102,0.9526,0.9951,0.0424,0.0445,0.0129,0.0785,,0.0058,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,aVR,SR,single,rhythm,1,274,0.9936,0.9967,0.9987,0.0031,0.0032,-0.0023,0.0096,,0.1469,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVR,ST,single,rhythm,1,235,0.9855,0.9934,0.9967,0.0079,0.0080,0.0023,0.0149,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVR,STTC,single,morphology,1,174,0.4592,0.5982,0.8915,0.1391,0.2325,0.0832,0.1911,,0.0016,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,gbm,aVR,LVH,single,morphology,1,196,0.2926,0.8141,0.7307,0.5215,0.6406,0.4456,0.5835,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVR,RBBB,single,morphology,1,68,0.7577,0.9350,0.9565,0.1773,0.1897,0.0978,0.2683,,0.0016,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,loss,loss
chapman,gbm,aVL,AF,single,rhythm,1,267,0.9126,0.9425,0.9835,0.0300,0.0318,0.0070,0.0553,,0.0107,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,aVL,AFL,single,rhythm,1,67,0.2560,0.5911,0.8596,0.3350,0.5668,0.1937,0.4397,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVL,TWC,single,morphology,1,281,0.3289,0.7278,0.7054,0.3989,0.5481,0.3375,0.4610,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVL,LAD,single,morphology,1,57,0.1534,0.5544,0.8181,0.4010,0.7233,0.2641,0.5397,,0.0016,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVL,SB,single,rhythm,1,583,0.9959,0.9997,0.9981,0.0038,0.0038,0.0005,0.0091,,0.0031,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVL,SVT,single,rhythm,1,87,0.9474,0.9526,0.9971,0.0053,0.0055,-0.0187,0.0320,,0.3418,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVL,SR,single,rhythm,1,274,0.9862,0.9967,0.9955,0.0106,0.0106,0.0040,0.0192,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVL,ST,single,rhythm,1,235,0.9720,0.9934,0.9932,0.0214,0.0216,0.0105,0.0350,,0.0016,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVL,STTC,single,morphology,1,174,0.2752,0.5982,0.7593,0.3231,0.5400,0.2465,0.3997,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVL,LVH,single,morphology,1,196,0.1897,0.8141,0.6499,0.6244,0.7670,0.5557,0.6800,,0.0016,True,A_invisible,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVL,RBBB,single,morphology,1,68,0.7648,0.9350,0.9594,0.1702,0.1821,0.0933,0.2556,,0.0016,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,gbm,aVF,AF,single,rhythm,1,267,0.9287,0.9425,0.9874,0.0138,0.0146,-0.0080,0.0355,,0.1155,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVF,AFL,single,rhythm,1,67,0.3250,0.5911,0.8861,0.2661,0.4501,0.1527,0.3773,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVF,TWC,single,morphology,1,281,0.4622,0.7278,0.7990,0.2656,0.3649,0.2052,0.3293,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVF,LAD,single,morphology,1,57,0.4052,0.5544,0.9578,0.1493,0.2692,0.0432,0.2634,,0.0058,False,ok,axis,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,gbm,aVF,SB,single,rhythm,1,583,0.9984,0.9997,0.9990,0.0013,0.0013,0.0005,0.0025,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVF,SVT,single,rhythm,1,87,0.9142,0.9526,0.9968,0.0385,0.0404,0.0012,0.0844,,0.0249,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,aVF,SR,single,rhythm,1,274,0.9834,0.9967,0.9917,0.0133,0.0133,0.0050,0.0249,,0.0016,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVF,ST,single,rhythm,1,235,0.9885,0.9934,0.9971,0.0049,0.0049,0.0006,0.0102,,0.0154,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,aVF,STTC,single,morphology,1,174,0.3563,0.5982,0.8222,0.2420,0.4044,0.1722,0.3124,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVF,LVH,single,morphology,1,196,0.2448,0.8141,0.7048,0.5693,0.6993,0.4996,0.6298,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,aVF,RBBB,single,morphology,1,68,0.2387,0.9350,0.7977,0.6963,0.7447,0.5723,0.7849,,0.0016,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,AF,single,rhythm,1,267,0.9147,0.9425,0.9850,0.0278,0.0295,0.0042,0.0522,,0.0190,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V1,AFL,single,rhythm,1,67,0.2133,0.5911,0.8735,0.3778,0.6392,0.2606,0.4814,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,TWC,single,morphology,1,281,0.3035,0.7278,0.6728,0.4243,0.5830,0.3625,0.4880,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,LAD,single,morphology,1,57,0.0605,0.5544,0.5742,0.4939,0.8909,0.3818,0.6225,,0.0016,True,A_invisible,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,SB,single,rhythm,1,583,0.9985,0.9997,0.9991,0.0012,0.0012,0.0004,0.0023,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V1,SVT,single,rhythm,1,87,0.9211,0.9526,0.9960,0.0316,0.0331,0.0046,0.0660,,0.0142,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V1,SR,single,rhythm,1,274,0.9905,0.9967,0.9968,0.0062,0.0063,0.0016,0.0123,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V1,ST,single,rhythm,1,235,0.9728,0.9934,0.9938,0.0205,0.0207,0.0107,0.0316,,0.0016,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V1,STTC,single,morphology,1,174,0.2558,0.5982,0.7495,0.3424,0.5724,0.2651,0.4153,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,LVH,single,morphology,1,196,0.2584,0.8141,0.6968,0.5557,0.6826,0.4717,0.6238,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V1,RBBB,single,morphology,1,68,0.9318,0.9350,0.9952,0.0032,0.0034,-0.0194,0.0283,,0.4016,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V2,AF,single,rhythm,1,267,0.9094,0.9425,0.9855,0.0332,0.0352,-0.0000,0.0638,,0.0324,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V2,AFL,single,rhythm,1,67,0.1621,0.5911,0.8545,0.4289,0.7257,0.3021,0.5316,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V2,TWC,single,morphology,1,281,0.3779,0.7278,0.7293,0.3499,0.4808,0.2847,0.4202,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V2,LAD,single,morphology,1,57,0.0618,0.5544,0.5978,0.4926,0.8885,0.3738,0.6254,,0.0016,True,A_invisible,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V2,SB,single,rhythm,1,583,0.9992,0.9997,0.9995,0.0005,0.0005,0.0001,0.0009,,0.0131,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V2,SVT,single,rhythm,1,87,0.8952,0.9526,0.9947,0.0575,0.0603,0.0149,0.1056,,0.0095,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,gbm,V2,SR,single,rhythm,1,274,0.9945,0.9967,0.9985,0.0022,0.0022,-0.0002,0.0051,,0.0512,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V2,ST,single,rhythm,1,235,0.9698,0.9934,0.9945,0.0236,0.0238,0.0094,0.0422,,0.0016,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V2,STTC,single,morphology,1,174,0.2789,0.5982,0.7641,0.3193,0.5338,0.2342,0.3958,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V2,LVH,single,morphology,1,196,0.2351,0.8141,0.6891,0.5789,0.7111,0.5041,0.6378,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V2,RBBB,single,morphology,1,68,0.8874,0.9350,0.9843,0.0476,0.0509,-0.0072,0.1045,,0.0416,False,ok,conduction,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,gbm,V3,AF,single,rhythm,1,267,0.9194,0.9425,0.9870,0.0232,0.0246,-0.0046,0.0548,,0.0659,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V3,AFL,single,rhythm,1,67,0.1855,0.5911,0.8731,0.4055,0.6861,0.2825,0.5122,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V3,TWC,single,morphology,1,281,0.5182,0.7278,0.8007,0.2096,0.2880,0.1512,0.2659,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V3,LAD,single,morphology,1,57,0.0666,0.5544,0.6392,0.4878,0.8799,0.3625,0.6202,,0.0016,True,A_invisible,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V3,SB,single,rhythm,1,583,0.9994,0.9997,0.9996,0.0003,0.0003,0.0000,0.0008,,0.0119,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V3,SVT,single,rhythm,1,87,0.8899,0.9526,0.9948,0.0627,0.0659,0.0252,0.1083,,0.0016,False,ok,rhythm,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,gbm,V3,SR,single,rhythm,1,274,0.9959,0.9967,0.9987,0.0009,0.0009,-0.0009,0.0029,,0.1703,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V3,ST,single,rhythm,1,235,0.9746,0.9934,0.9939,0.0188,0.0190,0.0094,0.0313,,0.0016,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V3,STTC,single,morphology,1,174,0.3276,0.5982,0.7967,0.2706,0.4524,0.2011,0.3404,,0.0016,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V3,LVH,single,morphology,1,196,0.2637,0.8141,0.7350,0.5504,0.6761,0.4777,0.6099,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V3,RBBB,single,morphology,1,68,0.8545,0.9350,0.9652,0.0805,0.0861,0.0226,0.1408,,0.0071,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,gbm,V4,AF,single,rhythm,1,267,0.9083,0.9425,0.9850,0.0343,0.0363,0.0018,0.0686,,0.0259,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V4,AFL,single,rhythm,1,67,0.1943,0.5911,0.8760,0.3968,0.6713,0.2787,0.4934,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V4,TWC,single,morphology,1,281,0.6023,0.7278,0.8584,0.1255,0.1724,0.0807,0.1740,,0.0016,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,gbm,V4,LAD,single,morphology,1,57,0.0773,0.5544,0.6984,0.4771,0.8606,0.3549,0.6085,,0.0016,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V4,SB,single,rhythm,1,583,0.9994,0.9997,0.9997,0.0003,0.0003,-0.0001,0.0007,,0.0787,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V4,SVT,single,rhythm,1,87,0.8935,0.9526,0.9930,0.0592,0.0621,0.0188,0.1045,,0.0031,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,gbm,V4,SR,single,rhythm,1,274,0.9959,0.9967,0.9989,0.0008,0.0008,-0.0007,0.0025,,0.1654,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V4,ST,single,rhythm,1,235,0.9824,0.9934,0.9951,0.0110,0.0111,0.0053,0.0181,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V4,STTC,single,morphology,1,174,0.4443,0.5982,0.8682,0.1539,0.2573,0.0904,0.2216,,0.0016,True,B_confusion,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,gbm,V4,LVH,single,morphology,1,196,0.4749,0.8141,0.8706,0.3392,0.4166,0.2663,0.4027,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V4,RBBB,single,morphology,1,68,0.7123,0.9350,0.9514,0.2227,0.2382,0.1366,0.3177,,0.0016,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V5,AF,single,rhythm,1,267,0.9046,0.9425,0.9853,0.0379,0.0402,0.0162,0.0620,,0.0016,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V5,AFL,single,rhythm,1,67,0.2994,0.5911,0.8928,0.2917,0.4934,0.1569,0.4006,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V5,TWC,single,morphology,1,281,0.7172,0.7278,0.9131,0.0106,0.0146,-0.0130,0.0384,,0.2024,False,ok,repolarization,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
chapman,gbm,V5,LAD,single,morphology,1,57,0.1184,0.5544,0.7500,0.4360,0.7864,0.3172,0.5589,,0.0016,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V5,SB,single,rhythm,1,583,0.9993,0.9997,0.9996,0.0004,0.0004,-0.0000,0.0008,,0.0400,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V5,SVT,single,rhythm,1,87,0.9051,0.9526,0.9961,0.0475,0.0499,0.0146,0.0871,,0.0016,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V5,SR,single,rhythm,1,274,0.9942,0.9967,0.9986,0.0026,0.0026,-0.0004,0.0067,,0.0631,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V5,ST,single,rhythm,1,235,0.9830,0.9934,0.9954,0.0104,0.0105,0.0047,0.0177,,0.0016,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V5,STTC,single,morphology,1,174,0.5508,0.5982,0.9012,0.0475,0.0793,0.0037,0.0938,,0.0226,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,gbm,V5,LVH,single,morphology,1,196,0.7765,0.8141,0.9424,0.0376,0.0462,0.0085,0.0688,,0.0095,False,ok,hypertrophy,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V5,RBBB,single,morphology,1,68,0.7434,0.9350,0.9511,0.1916,0.2049,0.1131,0.2804,,0.0016,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V6,AF,single,rhythm,1,267,0.8965,0.9425,0.9835,0.0461,0.0489,0.0208,0.0754,,0.0016,False,ok,rhythm,False,loss,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V6,AFL,single,rhythm,1,67,0.2409,0.5911,0.8834,0.3501,0.5924,0.2228,0.4527,,0.0016,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V6,TWC,single,morphology,1,281,0.6878,0.7278,0.9067,0.0400,0.0550,0.0094,0.0714,,0.0095,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V6,LAD,single,morphology,1,57,0.1580,0.5544,0.8125,0.3964,0.7149,0.2575,0.5295,,0.0016,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V6,SB,single,rhythm,1,583,0.9992,0.9997,0.9995,0.0005,0.0005,0.0001,0.0010,,0.0044,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V6,SVT,single,rhythm,1,87,0.9270,0.9526,0.9968,0.0257,0.0269,-0.0092,0.0671,,0.1110,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,gbm,V6,SR,single,rhythm,1,274,0.9910,0.9967,0.9982,0.0058,0.0058,-0.0003,0.0145,,0.0416,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V6,ST,single,rhythm,1,235,0.9843,0.9934,0.9947,0.0091,0.0092,0.0038,0.0161,,0.0031,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,gbm,V6,STTC,single,morphology,1,174,0.5073,0.5982,0.9005,0.0909,0.1520,0.0447,0.1418,,0.0016,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,gbm,V6,LVH,single,morphology,1,196,0.6456,0.8141,0.8993,0.1685,0.2069,0.1169,0.2218,,0.0016,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,gbm,V6,RBBB,single,morphology,1,68,0.7805,0.9350,0.9642,0.1545,0.1652,0.0791,0.2435,,0.0016,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,gbm,ALL,AF,ceiling,rhythm,1,267,0.9425,0.9425,0.9910,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,AFL,ceiling,rhythm,1,67,0.5911,0.5911,0.9516,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,TWC,ceiling,morphology,1,281,0.7278,0.7278,0.9296,0.0000,0.0000,,,,,False,ok,repolarization,False,na,na,na,na,na,na
chapman,gbm,ALL,LAD,ceiling,morphology,1,57,0.5544,0.5544,0.9713,0.0000,0.0000,,,,,False,ok,axis,False,na,na,na,na,na,na
chapman,gbm,ALL,SB,ceiling,rhythm,1,583,0.9997,0.9997,0.9998,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,SVT,ceiling,rhythm,1,87,0.9526,0.9526,0.9977,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,SR,ceiling,rhythm,1,274,0.9967,0.9967,0.9990,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,ST,ceiling,rhythm,1,235,0.9934,0.9934,0.9986,0.0000,0.0000,,,,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,gbm,ALL,STTC,ceiling,morphology,1,174,0.5982,0.5982,0.9263,0.0000,0.0000,,,,,False,ok,repolarization,False,na,na,na,na,na,na
chapman,gbm,ALL,LVH,ceiling,morphology,1,196,0.8141,0.8141,0.9697,0.0000,0.0000,,,,,False,ok,hypertrophy,False,na,na,na,na,na,na
chapman,gbm,ALL,RBBB,ceiling,morphology,1,68,0.9350,0.9350,0.9944,0.0000,0.0000,,,,,False,ok,conduction,False,na,na,na,na,na,na
ningbo,seresnet,I,AF,single,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,seresnet,I,AFL,single,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,seresnet,I,TWC,single,morphology,5,774,0.4903,0.6905,0.8457,0.2002,0.2899,0.1664,0.2323,0.0067,0.0017,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,I,LAD,single,morphology,5,175,0.1318,0.6030,0.7631,0.4712,0.7814,0.3929,0.5469,0.0222,0.0017,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,I,SB,single,rhythm,5,1899,0.9955,0.9946,0.9982,-0.0009,-0.0010,-0.0055,0.0031,0.0012,0.7182,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,I,SVT,single,rhythm,5,19,0.4315,0.5731,0.9831,0.1416,0.2471,-0.0399,0.3183,0.0715,0.0962,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ningbo,seresnet,I,SR,single,rhythm,5,942,0.9518,0.9679,0.9875,0.0161,0.0166,0.0088,0.0253,0.0072,0.0017,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,I,ST,single,rhythm,5,852,0.9911,0.9957,0.9980,0.0047,0.0047,0.0022,0.0075,0.0007,0.0017,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,I,STTC,single,morphology,5,633,0.5990,0.7302,0.9008,0.1311,0.1796,0.1022,0.1630,0.0125,0.0017,False,ok,repolarization,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,I,LVH,single,morphology,5,710,0.4142,0.8912,0.8010,0.4770,0.5352,0.4401,0.5106,0.0086,0.0017,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,I,RBBB,single,morphology,5,193,0.9528,0.9779,0.9880,0.0251,0.0257,0.0109,0.0421,0.0040,0.0017,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,II,AF,single,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,seresnet,II,AFL,single,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,seresnet,II,TWC,single,morphology,5,774,0.5352,0.6905,0.8625,0.1553,0.2249,0.1244,0.1835,0.0095,0.0017,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,II,LAD,single,morphology,5,175,0.6533,0.6030,0.9856,-0.0502,-0.0833,-0.1026,0.0050,0.0156,0.9670,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,II,SB,single,rhythm,5,1899,0.9943,0.9946,0.9987,0.0003,0.0003,-0.0064,0.0073,0.0020,0.5526,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,II,SVT,single,rhythm,5,19,0.4812,0.5731,0.9621,0.0919,0.1603,-0.0503,0.2518,0.1296,0.1381,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ningbo,seresnet,II,SR,single,rhythm,5,942,0.9700,0.9679,0.9909,-0.0022,-0.0023,-0.0059,0.0015,0.0070,0.8986,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,II,ST,single,rhythm,5,852,0.9953,0.9957,0.9990,0.0004,0.0004,-0.0008,0.0018,0.0020,0.2829,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,seresnet,II,STTC,single,morphology,5,633,0.6249,0.7302,0.9185,0.1053,0.1442,0.0773,0.1334,0.0146,0.0017,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
ningbo,seresnet,II,LVH,single,morphology,5,710,0.4583,0.8912,0.8214,0.4328,0.4857,0.3960,0.4691,0.0050,0.0017,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,seresnet,II,RBBB,single,morphology,5,193,0.8642,0.9779,0.9830,0.1136,0.1162,0.0816,0.1486,0.0030,0.0017,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
ningbo,seresnet,III,AF,single,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,seresnet,III,AFL,single,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
